日期,阅读次数,阅读人数,分享次数,分享人数,阅读原文次数,阅读原文人数,收藏次数,收藏人数,群发篇数
2021-05-14,176,118,13,13,0,0,0,0,0
2021-05-15,74,51,4,4,0,0,1,1,0
2021-05-16,44,36,6,6,0,0,0,0,0
2021-05-17,70,54,4,4,0,0,0,0,0
2021-05-18,62,39,4,4,0,0,1,1,0
2021-05-19,86,49,4,2,0,0,0,0,0
2021-05-20,50,43,0,0,0,0,0,0,0
2021-05-21,82,54,4,4,0,0,0,0,0
2021-05-22,48,41,4,3,0,0,0,0,0
2021-05-23,38,29,4,2,0,0,0,0,0
2021-05-24,14006,11095,1014,825,0,0,252,231,1
2021-05-25,7190,6015,494,441,0,0,192,174,0
2021-05-26,1168,963,106,91,0,0,27,27,0
2021-05-27,724,573,42,42,0,0,20,17,0
2021-05-28,368,276,32,27,0,0,7,7,0
2021-05-29,100,91,2,2,0,0,0,0,0
2021-05-30,142,109,4,2,0,0,7,5,0
2021-05-31,234,191,16,14,0,0,4,4,0
2021-06-01,188,135,8,8,0,0,4,3,0
2021-06-02,138,110,26,20,0,0,5,5,0
2021-06-03,82,64,6,6,0,0,0,0,0
2021-06-04,136,103,4,4,0,0,1,1,0
2021-06-05,572,497,32,32,0,0,13,13,0
2021-06-06,92,66,8,8,0,0,0,0,0
2021-06-07,140,103,10,10,0,0,1,1,0
2021-06-08,78,54,2,2,0,0,0,0,0
2021-06-09,192,118,8,8,0,0,3,3,0
2021-06-10,80,65,4,4,0,0,1,1,0
2021-06-11,74,42,2,2,0,0,0,0,0
2021-06-12,36,30,0,0,0,0,0,0,0
2021-06-13,56,47,2,2,1,1,1,1,0
2021-06-14,58,38,4,4,0,0,1,1,0
2021-06-15,114,75,8,8,0,0,0,0,0
2021-06-16,76,58,8,8,0,0,1,1,0
2021-06-17,74,58,4,4,0,0,1,1,0
2021-06-18,110,68,2,2,1,1,0,0,0
2021-06-19,44,38,4,4,0,0,0,0,0
2021-06-20,182,153,12,7,0,0,3,3,0
2021-06-21,118,85,8,8,0,0,0,0,0
2021-06-22,110,68,8,6,1,1,0,0,0
2021-06-23,110,77,8,8,0,0,0,0,0
2021-06-24,62,49,2,2,0,0,0,0,0
2021-06-25,102,61,8,7,0,0,0,0,0
2021-06-26,80,47,2,2,0,0,0,0,0
2021-06-27,104,81,8,6,0,0,0,0,0
2021-06-28,72,62,4,4,0,0,0,0,0
2021-06-29,116,70,4,4,0,0,0,0,0
2021-06-30,78,61,2,2,0,0,1,1,0
2021-07-01,46,32,2,2,1,1,0,0,0
2021-07-02,56,38,6,4,0,0,0,0,0
2021-07-03,118,62,6,6,1,1,0,0,0
2021-07-04,70,57,4,2,0,0,0,0,0
2021-07-05,64,56,4,4,0,0,0,0,0
2021-07-06,42,26,0,0,0,0,0,0,0
2021-07-07,98,65,0,0,0,0,1,1,0
2021-07-08,82,56,4,4,0,0,1,1,0
2021-07-09,142,76,10,8,0,0,1,1,0
2021-07-10,34,32,0,0,0,0,0,0,0
2021-07-11,50,38,2,2,0,0,0,0,0
2021-07-12,94,70,4,4,0,0,0,0,0
2021-07-13,76,53,4,4,0,0,0,0,0
2021-07-14,54,45,2,2,0,0,0,0,0
2021-07-15,136,78,10,10,1,1,1,1,0
2021-07-16,102,63,6,6,0,0,0,0,0
2021-07-17,62,43,4,4,0,0,1,1,0
2021-07-18,68,58,2,2,0,0,0,0,0
2021-07-19,88,69,2,2,0,0,0,0,0
2021-07-20,188,100,12,10,0,0,0,0,0
2021-07-21,106,72,2,2,0,0,0,0,0
2021-07-22,198,52,20,8,3,1,0,0,0
2021-07-23,98,53,10,10,0,0,1,1,0
2021-07-24,72,56,2,2,0,0,0,0,0
2021-07-25,86,56,4,4,0,0,1,1,0
2021-07-26,1000,656,34,31,6,5,3,3,2
2021-07-27,466,283,36,28,4,4,0,0,0
2021-07-28,13236,10035,844,671,168,133,47,44,1
2021-07-29,11806,8728,672,546,142,115,41,33,0
2021-07-30,5268,3085,276,242,74,57,20,19,0
2021-07-31,10846,7042,532,427,71,45,43,31,1
2021-08-01,5432,4005,190,174,16,10,24,21,0
2021-08-02,766,613,40,34,4,3,5,3,0
2021-08-03,276,209,12,10,1,1,2,2,0
2021-08-04,138,98,8,6,0,0,1,1,0
2021-08-05,144,92,16,15,0,0,0,0,0
2021-08-06,68,59,2,2,0,0,0,0,0
2021-08-07,92,69,2,2,2,2,1,1,0
2021-08-08,76,56,2,2,0,0,0,0,0
2021-08-09,62,42,4,4,1,1,1,1,0
2021-08-10,28,28,0,0,0,0,0,0,0
2021-08-11,50,42,2,2,0,0,2,2,0
2021-08-12,64,47,6,6,0,0,1,1,0
2021-08-13,34,30,0,0,0,0,0,0,0
2021-08-14,28,26,0,0,0,0,0,0,0
2021-08-15,28,27,0,0,0,0,0,0,0
2021-08-16,26,20,2,2,1,1,0,0,0
2021-08-17,46,31,4,4,0,0,0,0,0
2021-08-18,52,45,2,2,0,0,2,1,0
2021-08-19,68,45,4,4,1,1,5,2,0
2021-08-20,42,28,2,2,0,0,0,0,0
2021-08-21,30,28,0,0,0,0,0,0,0
2021-08-22,24,24,0,0,0,0,0,0,0
2021-08-23,38,30,2,2,0,0,0,0,0
2021-08-24,38,33,0,0,0,0,0,0,0
2021-08-25,66,33,0,0,0,0,1,1,0
2021-08-26,54,40,0,0,0,0,0,0,0
2021-08-27,40,27,0,0,0,0,0,0,0
2021-08-28,38,23,2,2,0,0,0,0,0
2021-08-29,16,12,2,2,3,1,0,0,0
2021-08-30,12,12,0,0,0,0,0,0,0
2021-08-31,30,21,0,0,2,1,0,0,0
2021-09-01,26,21,0,0,0,0,0,0,0
2021-09-02,56,50,4,2,0,0,0,0,0
2021-09-03,50,44,0,0,0,0,0,0,0
2021-09-04,20,18,4,2,0,0,0,0,0
2021-09-05,18,15,2,2,0,0,0,0,0
2021-09-06,40,29,4,4,0,0,0,0,0
2021-09-07,26,24,0,0,0,0,0,0,0
2021-09-08,62,36,10,3,0,0,0,0,0
2021-09-09,56,40,8,4,1,1,0,0,0
2021-09-10,16,16,0,0,0,0,0,0,0
2021-09-11,16,15,0,0,0,0,0,0,0
2021-09-12,24,20,0,0,0,0,0,0,0
2021-09-13,26,25,2,2,0,0,0,0,0
2021-09-14,38,26,0,0,0,0,2,2,0
2021-09-15,16,14,0,0,0,0,1,1,0
2021-09-16,44,24,0,0,0,0,1,1,0
2021-09-17,14,8,0,0,0,0,0,0,0
2021-09-18,34,28,0,0,0,0,1,1,0
2021-09-19,12,8,0,0,0,0,1,1,0
2021-09-20,22,20,2,2,0,0,0,0,0
2021-09-21,10,10,0,0,0,0,0,0,0
2021-09-22,42,31,4,4,0,0,0,0,0
2021-09-23,46,33,0,0,0,0,0,0,0
2021-09-24,20,17,2,2,0,0,0,0,0
2021-09-25,30,24,0,0,0,0,0,0,0
2021-09-26,26,16,0,0,0,0,0,0,0
2021-09-27,22,20,2,2,0,0,0,0,0
2021-09-28,6,6,0,0,0,0,0,0,0
2021-09-29,12,12,0,0,0,0,0,0,0
2021-09-30,42,22,2,2,0,0,0,0,0
2021-10-01,24,15,4,2,0,0,0,0,0
2021-10-02,8,7,0,0,0,0,0,0,0
2021-10-03,16,14,0,0,0,0,0,0,0
2021-10-04,8,7,0,0,0,0,0,0,0
2021-10-05,14,12,0,0,0,0,0,0,0
2021-10-06,16,11,4,4,0,0,0,0,0
2021-10-07,14,12,2,2,0,0,1,1,0
2021-10-08,32,22,0,0,0,0,0,0,0
2021-10-09,20,18,0,0,0,0,0,0,0
2021-10-10,10,8,0,0,0,0,0,0,0
2021-10-11,16,16,2,2,0,0,0,0,0
2021-10-12,16,14,2,2,0,0,0,0,0
2021-10-13,8,4,0,0,0,0,0,0,0
2021-10-14,20,14,0,0,0,0,0,0,0
2021-10-15,26,21,0,0,0,0,0,0,0
2021-10-16,14,12,0,0,0,0,1,1,0
2021-10-17,12,12,0,0,0,0,0,0,0
2021-10-18,12,11,2,2,0,0,0,0,0
2021-10-19,18,16,0,0,0,0,0,0,0
2021-10-20,12,10,0,0,0,0,0,0,0
2021-10-21,20,17,0,0,0,0,0,0,0
2021-10-22,6,6,0,0,0,0,0,0,0
2021-10-23,18,15,0,0,0,0,0,0,0
2021-10-24,4,4,0,0,0,0,0,0,0
2021-10-25,12,9,0,0,0,0,0,0,0
2021-10-26,18,16,0,0,0,0,0,0,0
2021-10-27,12,12,2,2,0,0,0,0,0
2021-10-28,10,6,0,0,0,0,0,0,0
2021-10-29,30,19,2,2,0,0,0,0,0
2021-10-30,8,8,0,0,0,0,0,0,0
2021-10-31,8,6,0,0,0,0,0,0,0
2021-11-01,8,6,0,0,0,0,0,0,0
2021-11-02,22,16,0,0,1,1,0,0,0
2021-11-03,14,9,0,0,0,0,0,0,0
2021-11-04,30,26,2,2,0,0,0,0,0
2021-11-05,98,84,0,0,0,0,0,0,0
2021-11-06,8,6,0,0,0,0,0,0,0
2021-11-07,14,12,0,0,0,0,0,0,0
2021-11-08,14,14,0,0,1,1,0,0,0
2021-11-09,12,10,0,0,0,0,0,0,0
2021-11-10,18,18,2,2,0,0,0,0,0
2021-11-11,22,16,0,0,0,0,1,1,0
2021-11-12,2,2,0,0,0,0,0,0,0
2021-11-13,8,6,0,0,0,0,0,0,0
2021-11-14,8,6,0,0,0,0,0,0,0
2021-11-15,12,12,0,0,0,0,0,0,0
2021-11-16,20,17,0,0,0,0,0,0,0
2021-11-17,10,10,0,0,0,0,0,0,0
2021-11-18,16,12,0,0,0,0,0,0,0
2021-11-19,16,16,0,0,0,0,0,0,0
2021-11-20,4,4,0,0,0,0,0,0,0
2021-11-21,4,4,2,2,0,0,0,0,0
2021-11-22,20,16,0,0,0,0,0,0,0
2021-11-23,10,10,0,0,0,0,0,0,0
2021-11-24,2,2,0,0,0,0,0,0,0
2021-11-25,6,6,0,0,0,0,0,0,0
2021-11-26,12,8,0,0,0,0,0,0,0
2021-11-27,8,6,0,0,0,0,0,0,0
2021-11-28,2,2,0,0,0,0,0,0,0
2021-11-29,26,17,0,0,0,0,0,0,0
2021-11-30,2,2,0,0,0,0,0,0,0
2021-12-01,2,2,0,0,0,0,0,0,0
2021-12-02,4,4,0,0,0,0,0,0,0
2021-12-03,10,10,0,0,0,0,1,1,0
2021-12-04,6,6,0,0,0,0,0,0,0
2021-12-05,4,4,0,0,0,0,0,0,0
2021-12-06,4,4,0,0,0,0,0,0,0
2021-12-07,2,2,0,0,0,0,0,0,0
2021-12-08,20,14,0,0,0,0,0,0,0
2021-12-09,10,8,0,0,0,0,0,0,0
2021-12-10,10,8,0,0,0,0,0,0,0
2021-12-11,268,19,26,5,2,1,0,0,0
2021-12-12,3164,2292,134,90,0,0,4,4,1
2021-12-13,586,464,24,18,0,0,1,1,0
2021-12-14,194,129,6,6,1,1,0,0,0
2021-12-15,76,45,0,0,0,0,0,0,0
2021-12-16,7178,5423,302,228,0,0,15,11,1
2021-12-17,1216,877,44,30,0,0,1,1,0
2021-12-18,138,103,6,6,0,0,0,0,0
2021-12-19,98,72,6,3,0,0,0,0,0
2021-12-20,52,46,4,4,0,0,2,1,0
2021-12-21,84,39,4,3,0,0,0,0,0
2021-12-22,42,29,0,0,0,0,0,0,0
2021-12-23,22,17,0,0,0,0,1,1,0
2021-12-24,32,23,0,0,0,0,0,0,0
2021-12-25,24,11,0,0,0,0,0,0,0
2021-12-26,60,35,0,0,0,0,0,0,0
2021-12-27,20,17,2,2,0,0,0,0,0
2021-12-28,34,23,2,2,0,0,0,0,0
2021-12-29,16,9,0,0,0,0,0,0,0
2021-12-30,16,13,0,0,0,0,0,0,0
2021-12-31,24,23,2,2,0,0,0,0,0
2022-01-01,22,19,0,0,0,0,0,0,0
2022-01-02,12,12,2,2,0,0,0,0,0
2022-01-03,60,58,2,2,0,0,1,1,0
2022-01-04,16,12,2,2,0,0,0,0,0
2022-01-05,42,34,2,2,0,0,0,0,0
2022-01-06,32,19,0,0,0,0,0,0,0
2022-01-07,12,7,0,0,0,0,0,0,0
2022-01-08,6,6,0,0,0,0,0,0,0
2022-01-09,4,2,0,0,0,0,0,0,0
2022-01-10,18,10,0,0,0,0,0,0,0
2022-01-11,40,17,0,0,0,0,0,0,0
2022-01-12,8,8,0,0,0,0,0,0,0
2022-01-13,26,13,0,0,0,0,0,0,0
2022-01-14,4,4,0,0,0,0,0,0,0
2022-01-15,14,10,2,2,0,0,0,0,0
2022-01-16,14,8,0,0,0,0,0,0,0
2022-01-17,12,12,0,0,0,0,0,0,0
2022-01-18,22,16,2,2,0,0,0,0,0
2022-01-19,10,10,0,0,0,0,0,0,0
2022-01-20,14,6,0,0,0,0,0,0,0
2022-01-21,6,6,0,0,0,0,0,0,0
2022-01-22,14,11,0,0,0,0,0,0,0
2022-01-23,36,22,0,0,0,0,1,1,0
2022-01-24,20,20,0,0,0,0,0,0,0
2022-01-25,10,10,0,0,0,0,0,0,0
2022-01-26,12,10,0,0,0,0,0,0,0
2022-01-27,2,2,0,0,0,0,0,0,0
2022-01-28,2,2,0,0,0,0,0,0,0
2022-01-29,4,4,0,0,0,0,0,0,0
2022-01-30,6,4,0,0,0,0,0,0,0
2022-01-31,8,4,0,0,0,0,0,0,0
2022-02-01,6,6,0,0,0,0,0,0,0
2022-02-02,8,8,4,2,0,0,0,0,0
2022-02-03,2,2,0,0,0,0,0,0,0
2022-02-04,4,4,0,0,0,0,0,0,0
2022-02-05,14,14,0,0,0,0,0,0,0
2022-02-06,18,15,2,2,0,0,0,0,0
2022-02-07,4,4,0,0,0,0,0,0,0
2022-02-08,4,4,0,0,0,0,0,0,0
2022-02-09,14,12,0,0,0,0,0,0,0
2022-02-11,18,13,4,4,0,0,0,0,0
2022-02-12,8,8,0,0,0,0,0,0,0
2022-02-13,10,6,0,0,0,0,0,0,0
2022-02-14,24,9,6,4,0,0,1,1,0
2022-02-15,10,6,0,0,0,0,0,0,0
2022-02-16,8,4,0,0,0,0,0,0,0
2022-02-17,18,8,0,0,0,0,0,0,0
2022-02-18,8,8,0,0,0,0,2,1,0
2022-02-19,6,4,0,0,0,0,0,0,0
2022-02-20,12,11,0,0,0,0,0,0,0
2022-02-21,28,15,0,0,0,0,1,1,0
2022-02-22,4,4,0,0,0,0,0,0,0
2022-02-23,6,6,0,0,0,0,0,0,0
2022-02-24,10,10,0,0,0,0,0,0,0
2022-02-25,20,8,0,0,0,0,0,0,0
2022-02-26,2,2,0,0,0,0,0,0,0
2022-02-27,16,12,0,0,0,0,3,3,0
2022-02-28,4,2,0,0,0,0,0,0,0
2022-03-01,54,36,4,4,0,0,1,1,0
2022-03-02,10,10,0,0,0,0,0,0,0
2022-03-03,8,6,0,0,0,0,0,0,0
2022-03-04,14,13,0,0,0,0,0,0,0
2022-03-05,2,2,0,0,0,0,0,0,0
2022-03-06,12,10,0,0,0,0,0,0,0
2022-03-07,8,6,0,0,0,0,0,0,0
2022-03-08,4,2,0,0,0,0,0,0,0
2022-03-09,10,10,0,0,0,0,0,0,0
2022-03-10,4,2,0,0,0,0,0,0,0
2022-03-11,22,14,0,0,0,0,0,0,0
2022-03-12,4,4,0,0,0,0,0,0,0
2022-03-13,18,11,0,0,0,0,0,0,0
2022-03-14,10,6,0,0,0,0,0,0,0
2022-03-15,6,6,2,2,0,0,0,0,0
2022-03-16,10,9,0,0,0,0,0,0,0
2022-03-17,16,4,0,0,0,0,0,0,0
2022-03-18,10,8,2,2,0,0,0,0,0
2022-03-19,6,6,0,0,0,0,0,0,0
2022-03-20,18,9,0,0,0,0,0,0,0
2022-03-21,10,9,0,0,0,0,0,0,0
2022-03-22,10,10,2,2,0,0,0,0,0
2022-03-23,16,10,0,0,0,0,0,0,0
2022-03-24,14,12,0,0,0,0,0,0,0
2022-03-25,20,7,0,0,0,0,0,0,0
2022-03-26,2,2,0,0,0,0,0,0,0
2022-03-27,4,4,0,0,0,0,0,0,0
2022-03-28,12,8,0,0,0,0,0,0,0
2022-03-29,22,18,0,0,0,0,0,0,0
2022-03-30,8,4,0,0,0,0,0,0,0
2022-03-31,24,10,2,2,0,0,0,0,0
2022-04-01,8,8,0,0,0,0,0,0,0
2022-04-02,64,24,24,4,0,0,1,1,0
2022-04-03,8,5,0,0,0,0,0,0,0
2022-04-04,10,8,0,0,0,0,0,0,0
2022-04-05,8,6,0,0,0,0,0,0,0
2022-04-06,2,2,0,0,0,0,0,0,0
2022-04-07,6,6,0,0,0,0,0,0,0
2022-04-08,36,21,2,2,0,0,0,0,0
2022-04-09,2,2,0,0,0,0,0,0,0
2022-04-10,8,8,0,0,0,0,0,0,0
2022-04-11,8,8,0,0,0,0,0,0,0
2022-04-12,6,6,0,0,0,0,0,0,0
2022-04-13,4,4,0,0,0,0,0,0,0
2022-04-14,14,12,0,0,0,0,0,0,0
2022-04-15,16,9,2,2,0,0,0,0,0
2022-04-16,6,6,0,0,0,0,0,0,0
2022-04-17,2,2,0,0,0,0,0,0,0
2022-04-18,2,2,0,0,0,0,0,0,0
2022-04-19,8,6,0,0,0,0,0,0,0
2022-04-20,4,4,0,0,0,0,0,0,0
2022-04-21,8,6,0,0,0,0,0,0,0
2022-04-22,14,10,0,0,0,0,0,0,0
2022-04-23,4,4,0,0,0,0,0,0,0
2022-04-24,8,8,0,0,0,0,0,0,0
2022-04-25,4,4,0,0,0,0,0,0,0
2022-04-26,8,6,0,0,0,0,0,0,0
2022-04-27,4,4,0,0,0,0,1,1,0
2022-04-28,4,4,0,0,0,0,0,0,0
2022-04-29,16,5,2,2,0,0,0,0,0
2022-04-30,14,8,0,0,0,0,0,0,0
2022-05-01,10,10,0,0,0,0,0,0,0
2022-05-02,10,6,0,0,0,0,0,0,0
2022-05-03,14,10,0,0,0,0,0,0,0
2022-05-04,8,8,0,0,0,0,0,0,0
2022-05-05,4,4,0,0,0,0,0,0,0
2022-05-06,10,6,0,0,0,0,0,0,0
2022-05-07,30,17,6,4,0,0,0,0,0
2022-05-08,18,11,2,2,0,0,0,0,0
2022-05-09,4,4,0,0,0,0,0,0,0
2022-05-10,16,12,0,0,0,0,0,0,0
2022-05-11,24,7,0,0,0,0,0,0,0
2022-05-12,18,12,0,0,0,0,0,0,0
2022-05-13,16,14,0,0,0,0,0,0,0
2022-05-14,4,4,0,0,0,0,0,0,0
2022-05-15,10,8,0,0,0,0,0,0,0
2022-05-16,18,12,4,2,0,0,0,0,0
2022-05-17,12,8,0,0,0,0,0,0,0
2022-05-18,2,2,0,0,0,0,0,0,0
2022-05-19,10,8,0,0,0,0,0,0,0
2022-05-20,8,8,0,0,0,0,0,0,0
2022-05-21,8,6,0,0,0,0,0,0,0
2022-05-22,8,8,0,0,0,0,0,0,0
2022-05-23,8,8,0,0,0,0,0,0,0
2022-05-24,6,4,0,0,0,0,0,0,0
2022-05-25,2,2,0,0,0,0,0,0,0
2022-05-26,6,6,0,0,0,0,0,0,0
2022-05-27,12,10,0,0,0,0,0,0,0
2022-05-28,2,2,0,0,0,0,0,0,0
2022-05-29,48,11,8,7,0,0,0,0,0
2022-05-30,16,14,0,0,0,0,0,0,0
2022-05-31,24,9,0,0,0,0,0,0,0
2022-06-01,4,2,0,0,0,0,0,0,0
2022-06-02,6,6,0,0,0,0,0,0,0
2022-06-03,2,2,0,0,0,0,0,0,0
2022-06-04,2,2,0,0,0,0,0,0,0
2022-06-05,2,2,0,0,0,0,0,0,0
2022-06-06,2,2,0,0,0,0,0,0,0
2022-06-07,10,10,0,0,0,0,0,0,0
2022-06-08,4,4,0,0,0,0,0,0,0
2022-06-09,24,15,0,0,0,0,0,0,0
2022-06-10,8,4,0,0,0,0,0,0,0
2022-06-11,2,2,0,0,0,0,0,0,0
2022-06-12,4,3,0,0,0,0,0,0,0
2022-06-13,4,4,0,0,0,0,0,0,0
2022-06-14,16,4,0,0,0,0,0,0,0
2022-06-15,12,10,0,0,0,0,0,0,0
2022-06-16,6,6,0,0,0,0,0,0,0
2022-06-17,10,6,0,0,0,0,0,0,0
2022-06-18,10,8,2,2,0,0,0,0,0
2022-06-19,8,6,0,0,0,0,0,0,0
2022-06-20,8,8,0,0,0,0,0,0,0
2022-06-21,6,2,0,0,0,0,0,0,0
2022-06-22,4,4,0,0,0,0,0,0,0
2022-06-24,2,2,0,0,0,0,0,0,0
2022-06-25,6,6,0,0,0,0,0,0,0
2022-06-26,12,8,0,0,0,0,0,0,0
2022-06-27,8,8,0,0,0,0,0,0,0
2022-06-28,6,2,0,0,0,0,0,0,0
2022-06-30,6,6,0,0,0,0,0,0,0
2022-07-01,8,6,2,2,0,0,0,0,0
2022-07-02,2,2,0,0,0,0,0,0,0
2022-07-03,6,4,0,0,0,0,0,0,0
2022-07-04,8,8,0,0,0,0,0,0,0
2022-07-05,8,8,0,0,0,0,0,0,0
2022-07-06,4,3,0,0,0,0,1,1,0
2022-07-10,4,4,0,0,0,0,0,0,0
2022-07-11,14,8,2,2,0,0,0,0,0
2022-07-12,4,4,0,0,0,0,0,0,0
2022-07-13,4,4,0,0,0,0,0,0,0
2022-07-14,10,10,0,0,0,0,0,0,0
2022-07-15,4,4,0,0,0,0,0,0,0
2022-07-16,2,2,0,0,0,0,0,0,0
2022-07-17,6,6,0,0,0,0,0,0,0
2022-07-18,10,5,0,0,0,0,0,0,0
2022-07-19,10,8,0,0,0,0,0,0,0
2022-07-20,8,6,0,0,0,0,0,0,0
2022-07-21,6,6,0,0,0,0,0,0,0
2022-07-22,8,6,0,0,0,0,0,0,0
2022-07-23,4,4,0,0,0,0,0,0,0
2022-07-24,6,4,4,2,0,0,0,0,0
2022-07-25,10,6,2,2,0,0,0,0,0
2022-07-26,4,4,0,0,0,0,0,0,0
2022-07-27,10,9,2,2,0,0,0,0,0
2022-07-28,4,2,0,0,0,0,0,0,0
2022-07-29,62,32,16,6,0,0,0,0,0
2022-07-30,10,10,0,0,0,0,0,0,0
2022-07-31,10,6,0,0,0,0,0,0,0
2022-08-01,16,12,0,0,0,0,0,0,0
2022-08-02,6,6,0,0,0,0,0,0,0
2022-08-03,6,6,2,2,0,0,0,0,0
2022-08-04,2,2,0,0,0,0,0,0,0
2022-08-05,12,10,0,0,0,0,0,0,0
2022-08-06,2,2,0,0,0,0,0,0,0
2022-08-07,4,4,0,0,0,0,0,0,0
2022-08-08,6,6,0,0,0,0,0,0,0
2022-08-09,4,4,0,0,0,0,0,0,0
2022-08-10,8,3,0,0,0,0,0,0,0
2022-08-12,2,2,0,0,0,0,0,0,0
2022-08-13,6,6,0,0,0,0,0,0,0
2022-08-14,8,4,0,0,0,0,0,0,0
2022-08-15,12,10,0,0,0,0,0,0,0
2022-08-16,4,4,0,0,0,0,0,0,0
2022-08-17,2,2,0,0,0,0,0,0,0
2022-08-18,18,9,0,0,0,0,0,0,0
2022-08-19,2,2,0,0,0,0,0,0,0
2022-08-20,10,9,2,2,0,0,0,0,0
2022-08-21,10,10,2,2,0,0,0,0,0
2022-08-22,28,12,0,0,0,0,0,0,0
2022-08-23,6,6,0,0,0,0,0,0,0
2022-08-24,10,8,2,2,0,0,0,0,0
